Dataset name,Classifier name,Strategy,f1_score,std,class_of_z,radius,amount in radius
BreastCancer,mlp,Leafage: closest boundary,0.92,0.13,0.82,0.3,66.21
BreastCancer,mlp,Leafage: closest boundary,0.92,0.12,0.78,0.35,85.89
BreastCancer,mlp,Leafage: closest boundary,0.92,0.1,0.73,0.4,103.45
BreastCancer,mlp,Leafage: closest boundary,0.93,0.08,0.68,0.45,118.82
BreastCancer,mlp,Leafage: closest boundary,0.93,0.09,0.65,0.5,131.52
BreastCancer,mlp,Leafage: closest boundary,0.94,0.07,0.62,0.55,141.44
BreastCancer,mlp,Leafage: closest boundary,0.94,0.07,0.6,0.6,148.8
BreastCancer,mlp,Leafage: closest boundary,0.94,0.05,0.58,0.65,154.06
BreastCancer,mlp,Leafage: closest boundary,0.95,0.05,0.57,0.7,158.17
BreastCancer,mlp,Leafage: closest boundary,0.95,0.02,0.56,0.75,161.32
BreastCancer,mlp,Leafage: closest boundary,0.95,0.01,0.56,0.8,164.15
BreastCancer,mlp,Leafage: closest boundary,0.95,0.01,0.55,0.85,166.55
BreastCancer,mlp,Leafage: closest boundary,0.95,0.01,0.55,0.9,168.39
BreastCancer,mlp,Leafage: closest boundary,0.95,0.01,0.54,0.95,169.55
BreastCancer,mlp,Leafage: closest boundary,0.95,0.01,0.54,1.0,171.0
BreastCancer,mlp,Leafage: closest boundary,0.85,0.17,0.45,-1,40.49
BreastCancer,mlp,lime,0.59,0.44,1.0,0.05,1.0
BreastCancer,mlp,lime,0.58,0.44,0.98,0.1,1.68
BreastCancer,mlp,lime,0.55,0.41,0.94,0.15,7.74
BreastCancer,mlp,lime,0.52,0.38,0.9,0.2,23.13
BreastCancer,mlp,lime,0.5,0.33,0.86,0.25,44.94
BreastCancer,mlp,lime,0.5,0.31,0.82,0.3,66.21
BreastCancer,mlp,lime,0.5,0.28,0.78,0.35,85.89
BreastCancer,mlp,lime,0.51,0.25,0.73,0.4,103.45
BreastCancer,mlp,lime,0.51,0.23,0.68,0.45,118.82
BreastCancer,mlp,lime,0.51,0.2,0.65,0.5,131.52
BreastCancer,mlp,lime,0.51,0.19,0.62,0.55,141.44
BreastCancer,mlp,lime,0.51,0.17,0.6,0.6,148.8
BreastCancer,mlp,lime,0.51,0.16,0.58,0.65,154.06
BreastCancer,mlp,lime,0.51,0.16,0.57,0.7,158.17
BreastCancer,mlp,lime,0.51,0.16,0.56,0.75,161.32
BreastCancer,mlp,lime,0.51,0.15,0.56,0.8,164.15
BreastCancer,mlp,lime,0.51,0.15,0.55,0.85,166.55
BreastCancer,mlp,lime,0.51,0.15,0.55,0.9,168.39
BreastCancer,mlp,lime,0.51,0.15,0.54,0.95,169.55
BreastCancer,mlp,lime,0.51,0.15,0.54,1.0,171.0
BreastCancer,mlp,lime,0.42,0.23,0.45,-1,40.49
